Star#,2021-03-01,2021-03-02,2021-03-11,2021-03-12,2021-03-18,2021-03-19,2021-03-27,2021-03-30,2021-03-31,2021-04-20,2021-05-04,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-13,2021-05-31,2021-06-04,2021-06-05,2021-06-08,2021-06-10,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-21,2021-06-30,2021-07-02,2021-07-11,2021-07-16,2021-07-17,2021-07-18,2021-07-24,2021-07-25,2021-08-01,2021-08-02,2021-08-09,2021-08-11,2021-08-13,2021-08-15,2021-08-21,2021-08-31,2021-09-01,2021-09-04,2021-09-06,2021-09-07,2021-09-16,2021-09-18,2021-09-19,2021-09-22,2021-09-26,2021-09-27,2021-09-28
1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1953,546.699272,593.2198664,657.1769462,634.567743,649.0994198,667.6827159,663.6428104,623.7361064,693.0519017,639.4305087,728.2465086,616.6350592,667.1497947,697.1059624,702.939964,648.8726262,653.3138527,711.4105022,741.2266203,726.3480096,680.8294957,750.862951,758.9322299,681.1503379,751.6809701,714.1388449,680.4288945,684.9751296,737.2507184,636.0058078,629.8026581,597.2385075,584.6741228,604.1150733,708.3043217,651.9617814,716.4853847,730.2113628,715.8510043,646.8164273,557.0284309,680.8102092,698.3182469,715.7000404,682.2684889,613.6128107,610.8733312,583.4294792,574.955185,636.7411523,648.0602366,650.4544605,735.7274364
1954,1270.4147191,1248.6544384,1297.0817458,1268.2262526,1309.6960116,1296.4190604,1287.5454903,1247.7177906,1446.3252424,1287.7078683,1282.3785829,1218.4610751,1252.5306532,1308.1088807,1314.850624,1313.2714415,1286.2372303,1265.9987505,1260.3343623,1296.6554585,1277.2659766,1305.5129997,1296.2146428,1303.1644306,1295.9790127,1492.9710415,1284.7863241,1252.5178084,1286.0675839,1240.5140149,1229.8005335,1192.1899461,1151.5047561,1204.4120178,1264.2775031,1242.3839886,1236.0809911,1240.3374177,1251.3873302,1250.8299404,1200.8796419,1233.0005233,1287.9707018,1281.4704607,1236.6568119,1229.390923,1238.2915048,1235.5054133,1123.2135161,1223.0716821,1236.7437638,1220.8807103,1260.9125526
1955,0.0,0.0,0.0,1480.2036906,1411.6016497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.3922721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.7948601,0.0,0.0,0.0,0.0,0.0,1386.1449173,0.0,1543.6595657,0.0,1374.8567091,1378.3861835,1441.9502961,0.0,1437.4111206,1520.8521631,0.0,0.0,0.0,0.0,0.0
1956,1094.2558843,1199.5387563,1170.9672929,1251.149401,1257.1889508,1207.6509633,1260.6190031,1294.127936,1276.3276652,1266.2258277,1251.5924887,1266.8194823,1213.4480659,1135.862692,1130.6187327,1119.3651036,1182.2802901,1218.035975,1250.1702971,1223.035519,1165.5896287,1195.8666512,1175.955608,1103.4375343,1212.6781581,1113.8837296,1285.4956603,1325.9605835,1244.7842502,1350.4573152,1287.3598875,1255.1102382,1314.181179,1288.9606755,1217.9887463,1280.6729317,1270.8569292,1194.4003276,1253.2833335,1194.0457313,1237.2729559,1251.8018223,1257.8810347,1228.3230622,1284.6584986,1224.8997253,1210.4957277,1230.1208655,1162.1076899,1181.7606262,1181.1941556,1226.7133767,1214.9783552
1957,1038.7929106,1005.1643422,1016.5773622,1040.3827783,1029.5121212,1008.8542684,1051.3248376,1032.9161388,1279.8857057,1049.6624869,989.2905744,1078.9306538,1014.9045904,956.4892642,920.8237011,965.9884429,982.8378962,1006.7046205,1026.098814,994.1161334,988.2229118,1012.5528566,1004.4811459,943.5438062,984.3189732,1048.1805636,1053.4794701,1033.7354087,1027.5305666,1056.250967,1042.7262277,1013.497005,1085.4360582,1048.4659148,1040.9035392,1040.7822243,1016.5093187,1001.8271206,1026.4993828,1058.9897835,1060.0266232,1047.2105417,1050.858041,1049.4928343,1077.5975293,1033.6384698,1024.0523952,1127.5689563,1077.7705681,1067.910495,1060.7650038,1074.8421166,1032.3741075
1958,1375.5649496,1341.9091302,1408.7425013,1385.0568912,1402.6141773,1385.4267288,1380.7451302,1307.7915625,1500.337344,1368.3969063,1409.1085181,1450.2817513,1327.6135269,1412.3448947,1425.0260474,1393.3899055,1406.8024936,1396.18786,1386.7782489,1390.0466537,1431.2642071,1389.0565607,1441.3113709,1445.3127273,1421.8199071,1532.5381329,1408.0571409,1419.9068336,1408.9590227,1379.9923597,1373.2185441,1362.3384649,1363.2059484,1370.2959917,1381.6561815,1402.4283914,1325.3822949,1366.9639592,1400.816991,1411.4918937,1341.2799786,1334.9228516,1433.1660939,1422.2155441,1379.3875559,1339.4994511,1304.5529112,1318.3627227,1325.5647057,1366.1991892,1378.1691993,1334.1758309,1390.6739149
1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.9842796,0.0,524.0156284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.5495209,0.0,0.0,0.0,0.0,0.0,582.8658588,0.0,628.5112194,0.0,595.5047556,567.6889997,593.1746211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,1108.9608369,1150.3912538,1191.2755122,1188.8735865,1199.3557838,1170.5847949,1198.9233139,1184.3137487,1169.9651578,1195.1511629,1188.2499717,1178.5642059,1151.6044186,1144.3233399,1177.1757115,1126.7207634,1172.7287438,1215.6201922,1195.3364258,1192.5578693,1158.9699318,1167.4985355,1167.4605038,1168.9374125,1184.8007933,1177.8025556,1180.3499828,1193.6141124,1177.1196969,1156.2516142,1163.6273757,1109.4631355,1152.3640893,1206.6451683,1181.5203905,1209.2791735,1184.8955434,1171.5719475,1177.1986168,1165.105979,1166.2470106,1202.9194142,1197.8008944,1176.3332163,1220.98153,1188.7740465,1170.9085629,1142.3259329,1163.7373444,1155.0695665,1149.6482908,1189.2692798,1199.1662311
1961,1101.7367054,1112.2102431,1121.9399325,1182.2071822,1131.7290578,1184.0579643,1139.1467077,1212.6904214,810.2727828,1185.0192456,1176.9618823,1264.0539377,1193.6939476,1179.2622123,1222.745846,1171.7074144,1216.783831,1194.3044773,1216.2362269,1227.9681262,1211.4337316,1193.8925089,1171.1552965,1188.1666035,1205.4916186,1164.0327057,1225.1336811,1192.6775815,1194.7256869,1284.4558482,1247.4842652,1296.3264104,1220.5171515,1250.2752536,1209.9158644,1254.667918,1186.4825173,1193.8273658,1212.3261386,1232.5712411,1255.2013241,1218.7069065,1213.8381177,1191.6521814,1200.5835381,1207.2966149,1148.0029578,1236.1062237,1203.1700105,1212.749443,1224.9894495,1192.2509,1214.1138232
1962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1963,0.0,0.0,0.0,1382.3842189,1302.9054701,0.0,0.0,0.0,0.0,0.0,1304.8899928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.8426924,0.0,0.0,0.0,1327.9991472,1268.1901748,1284.4642818,0.0,0.0,0.0,1376.3775081,0.0,0.0,0.0,0.0,0.0,1135.2796369,0.0,1296.9068577,0.0,1304.7372172,1224.4513682,1138.1811166,0.0,1319.8558493,1342.6748985,1383.221992,1360.3228387,0.0,0.0,0.0
1964,805.2787726,818.0521258,821.4016583,840.9290792,856.5494368,836.4959124,811.000438,789.7866507,1507.1226515,807.2100721,840.7245435,891.908258,785.1048307,834.8662726,844.9698604,839.6251739,835.1029331,809.8486521,832.7259774,837.2348047,849.9565592,826.8729632,845.3048124,856.7205898,845.1747252,1047.6052136,825.9635348,806.8626163,828.5176372,821.664926,839.8932798,743.1952861,740.626256,815.5795334,806.1797936,803.8621163,822.5098993,817.6365036,821.7234574,845.9077922,745.731534,809.3092163,842.1626884,843.1397047,842.577822,807.4452741,774.6294176,805.4796425,758.5987677,826.9292134,804.8722669,798.3006396,836.7137401
1965,657.0448647,677.7940587,668.7215055,724.0726416,686.7715925,687.7841151,716.1261453,725.1697484,457.2448948,718.4698095,709.6696347,683.5308219,700.1910737,656.567573,670.0425327,624.3642323,675.5355262,700.9620151,713.6673915,704.8602844,672.1554344,697.3273233,672.8424679,654.6207403,703.2157809,622.7392049,715.7383867,696.4119146,709.3874006,656.3467106,685.1302769,674.5494815,679.4697267,710.5447377,706.7545445,691.2210726,720.5301059,699.9978617,691.1517443,692.9703813,712.4242362,728.5003109,703.6397747,703.4244115,704.4334473,693.4739186,701.3901636,648.2087595,621.9417252,698.949471,698.3545066,684.9613414,674.6132394
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,nan,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan
1968,1783.6081106,1750.6236391,1789.8582709,1739.2401019,1847.2246735,1772.6897472,1660.8906154,1716.7437842,1571.5489103,1766.4480078,1759.8754123,1726.3698207,1798.9415004,1776.7458018,1761.8357712,1830.4525744,1742.4212479,1699.5619718,1664.3092323,1703.0044055,1695.7589342,1687.892076,1718.3655385,1760.2401811,1716.714905,1621.3993903,1666.0340986,1670.4287007,1750.0795387,1661.0072758,1695.2536291,1736.2523042,1823.44277,1657.4809461,1707.1852596,1635.3984058,1669.9622352,1720.7981695,1731.1507184,1658.951614,1790.6205901,1719.7237178,1739.7657209,1723.5397666,1730.338806,1755.8836679,1765.7696183,1755.4442751,1790.209149,1740.3526917,1744.2313108,1757.4217402,1730.2821187
1969,1349.4407788,1285.0757659,1351.675316,1348.567726,1325.7460042,1317.8209642,1319.0086797,1315.3057259,1962.2193438,1342.106021,1318.1210537,1317.5982136,1326.38747,1227.4168167,1211.2484891,1258.2166651,1298.1057887,1302.6294662,1324.7125432,1336.6736922,1290.6885964,1264.6421059,1234.5330366,1214.6965234,1286.8835524,1473.3315409,1332.2434472,1325.1820026,1297.8051122,1344.2747781,1327.5098648,1253.6973529,1259.8397725,1303.4818478,1333.8923763,1343.7249361,1353.0937102,1331.24328,1258.8742516,1324.0960718,1306.9784458,1365.1402768,1335.2750091,1280.0292755,1341.1985851,1272.7936988,1320.3760562,1335.3640517,1339.4627349,1315.5740509,1343.9393778,1337.8414716,1377.2486194
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,1206.0355501,1178.6398019,1141.6135527,1204.0513438,1180.163864,1174.8460401,1180.5597412,1243.2880243,773.4844086,1182.5196672,1188.1652501,1173.8838081,1182.2084094,1185.3349928,1175.4706956,1183.5002149,1217.6215113,1212.7512732,1203.7728292,1196.2791827,0.0,1213.6406473,0.0,1200.7817043,1191.8280516,1033.1080453,1226.8581508,0.0,1235.0964976,1337.1091689,1290.9995892,1372.0910996,0.0,1276.4309978,1230.7675545,1258.04653,1201.3689301,1195.2808296,0.0,1174.9881526,0.0,1261.2839253,0.0,0.0,0.0,1276.041313,1284.4459957,1288.1699032,1344.1172317,1209.8976883,1201.6000198,1234.1272045,1201.5404105
1972,1409.235526,1364.4908326,1367.317792,1363.4258562,1342.6370689,1332.3278009,1280.3603474,1277.7803367,1308.3339615,1229.2812369,1306.4984709,1315.3790926,1300.8865583,1319.3864737,1302.3442041,1331.2819085,1259.9575112,1250.6377819,1272.6925781,1266.9704423,1276.5291314,1274.7612872,1278.9586355,1270.7332695,1287.7913744,1278.3415453,1179.3165543,1185.7296072,1274.900091,1314.2964397,1318.0228091,1302.1837918,1348.5524155,1357.651557,1318.3017488,1393.507413,1314.3023111,1321.3107565,1295.8347772,1273.6291933,1293.8885755,1278.6952378,1356.0832172,1315.9761717,1351.3514478,1340.7323991,1399.9144179,1289.710444,1395.5155052,1382.1083453,1280.0352996,1324.9779134,1351.6938791
1973,958.6618859,974.6382317,970.9567983,1025.0257916,989.9462083,999.9966881,1087.1251472,1098.0975107,963.4796354,1118.4449671,1200.6715827,1195.9487566,1095.5648756,1182.3224552,1211.5149389,1144.41412,979.8824635,985.5776521,1017.0223912,1045.310714,1079.8894323,1098.3887823,1165.0676619,1125.0825081,1157.4010934,1048.2758153,1243.2355493,1255.2243605,1124.3067623,1150.3224401,1127.1423136,1202.2391914,0.0,1133.2495503,1084.3063439,1113.452962,1096.352765,1089.64456,0.0,1079.4398132,0.0,1191.150478,0.0,0.0,0.0,1162.4991647,0.0,1046.0634999,955.4682626,1032.8454689,974.7655686,935.6434456,1011.68686
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,1712.7064172,1676.8974752,1691.2490917,1667.1744295,1566.6139266,1646.4049535,1635.2071188,1632.9832384,1503.339634,1623.6172378,1668.3409001,1639.0093035,1586.3047879,1633.5354364,1631.7305351,1659.2008328,1614.2163272,1579.4761077,1587.0571097,1603.4812887,1619.7678227,1602.3933981,0.0,1615.9030994,1616.9068056,1624.2687733,1682.9967101,1706.7301239,1664.7879549,1678.9238157,1633.6965771,1688.7015028,0.0,1549.8009675,1564.746601,1559.8976276,1566.4443311,1571.6290986,0.0,1571.4766086,0.0,1556.1557952,0.0,0.0,0.0,1567.3678427,0.0,0.0,1647.3059478,1660.5358087,1567.4499841,1573.0375438,1634.6165153
1976,827.9360533,868.421947,833.3704411,864.0774364,837.484186,848.8211233,830.2698855,837.7052449,1120.840634,841.5631392,816.1282843,813.0318029,829.554534,798.3563743,804.1785104,819.9863236,810.6976736,812.8459503,817.9718409,823.8661218,813.8474236,812.292819,805.8977782,790.3871022,828.0040738,899.5996722,838.5829929,839.1827669,809.5309515,832.7543288,831.1403092,799.4930045,819.3379042,848.5704237,819.6240806,824.6318948,823.7154567,833.4264989,841.4458456,818.5427541,840.0922481,834.1754687,830.6686156,824.8986535,834.8738219,824.2413383,834.4247035,831.6587884,811.7889077,812.9804661,831.1451425,797.8532808,817.1498707
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,857.6002438,856.8756869,878.0383424,904.4481229,879.9421517,859.229579,899.6369509,895.9354314,823.8415336,904.8091361,909.064386,884.6587805,868.5875616,877.6567282,891.8470698,886.8500508,901.7266958,898.9158683,905.5364439,904.8283596,947.093526,897.9433248,887.3053701,890.8382552,894.0016863,888.1189837,927.5992869,884.6821347,892.6519987,910.4228472,901.276395,881.0771188,903.4676318,976.020403,908.3566314,958.4165828,915.5172003,885.8313719,906.3356698,914.2507729,944.1007096,915.7549034,956.4471593,912.1231104,908.8769878,894.1733165,913.2520035,935.8872599,877.1624518,894.5859513,918.3589408,887.1651049,941.9787213
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0
1980,1656.2161763,1658.456674,1683.4947628,1682.3447179,1697.3649268,1678.9391385,1660.2126076,1656.7786402,1561.7647485,1668.0362962,1690.0330297,1651.3478371,1656.6319731,1678.590919,1684.5136607,1677.5074338,1676.2234111,1680.2456986,1671.5132989,1674.7230479,1661.7198026,1661.5679842,1682.8610127,1654.2414456,1669.2947807,1647.3248157,1680.3269011,1643.3065245,1671.2951149,1609.3776641,1669.9068975,1653.1800658,1656.0211957,1618.549301,1666.1085946,1669.8334839,1698.3068736,1663.5268912,1674.0215622,1680.9072346,1726.1437933,1670.9642999,1664.5646186,1683.979669,1690.2784888,1638.7537028,1664.836527,1690.1027016,1682.5678177,1706.6707917,1637.4565058,1661.2684134,1670.8915479
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,934.6140471,894.6931547,946.4936342,977.6176593,1014.0489548,959.9782785,947.2871947,970.2479797,745.606524,996.151728,961.333658,983.1464801,949.9644942,939.429172,971.2406942,941.1928111,984.5538833,989.2033562,999.4818696,993.2146441,984.4826777,966.4567041,952.641898,966.9126468,987.3261393,886.7528927,998.5595721,997.4879429,968.4260437,983.2338162,969.4630396,980.6191777,1015.84006,1154.0109604,997.5740857,1050.1401421,998.3648268,989.8724629,986.5844105,979.8533995,975.6978397,989.4154031,993.3157698,980.6222907,963.2850705,992.5675672,1000.9303533,950.6420029,960.495579,984.9067553,991.1334678,1006.8266524,970.1893842
1988,1464.8024855,1474.8028167,1482.983694,1490.2502966,1503.673827,1482.1745792,1472.1171993,1493.399823,1236.1647763,1483.4790446,1486.9890565,1451.8527161,1474.5590864,1467.438901,1460.4662144,1475.4663619,1478.5303419,1478.7345491,1487.7800705,1481.3970852,1456.1563651,1468.1119309,1489.5101206,1462.6588194,1471.8998386,1377.9343507,1511.2825519,1519.5327064,1473.2716049,1513.7118412,1498.0753174,1521.7943854,1528.7520423,1473.5619791,1476.4282274,1490.5056684,1468.803666,1485.6685302,1505.1641415,1458.3819662,1507.7664023,1502.8125762,1516.36041,1505.7066722,1483.8940966,1506.3989981,1525.7752124,1525.8560965,1502.5034968,1526.237694,1507.0379074,1471.4206295,1464.654264
1989,844.2666565,904.4612147,876.9465884,934.4770399,906.1234975,897.4030803,907.1377594,911.9824273,930.6666821,909.5008956,886.7650592,909.5624786,918.781026,841.1046857,854.639652,818.3323161,889.4376566,935.144044,937.8682611,922.9215129,893.147377,893.7705471,888.5051164,851.1744464,898.7923312,896.3897632,922.7677031,890.9788347,900.3355426,894.9362503,913.6413174,828.7406566,903.9931688,900.861385,918.2282321,907.7806716,941.5815767,910.2884836,938.2953775,953.3144024,969.969048,955.6404174,942.5617863,934.3122004,926.8825342,913.7364339,948.6897083,866.0778943,922.3067773,910.331657,935.8794079,901.1688217,959.2117664
1990,1243.4570968,1274.1063066,1250.2142038,1267.4841859,1344.3728408,1315.537267,1293.0670163,1272.0525607,1497.093138,1310.3188472,1320.4131804,1319.5136883,1309.9299796,1305.0546273,0.0,1247.5981959,0.0,0.0,0.0,0.0,0.0,0.0,1313.859238,0.0,0.0,1274.7153958,1285.4194673,1215.0261688,1308.8252113,1197.2720128,1177.4163938,1107.8642721,1118.7089156,0.0,0.0,0.0,1329.7190693,0.0,1288.5006147,1267.7105686,1217.3806728,0.0,1297.870068,1296.737389,1338.5983447,0.0,1238.6141552,1331.6208767,1390.5240883,1322.1559164,1250.3928996,0.0,1409.8815423
1991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,899.5738112,907.0290475,911.4676981,943.5229609,942.0350238,911.758519,915.3398911,910.1619936,925.9451311,945.8525015,928.2854597,965.2213786,935.7819797,859.8968707,866.4581032,864.8389322,897.9006396,907.984736,929.1058234,931.5250193,874.6586865,900.6760543,887.5422386,837.6636534,913.7833021,944.8786437,920.1966718,895.3520511,928.3285145,894.1188129,924.1237504,835.4735408,887.822589,877.399686,909.1687396,893.7162273,933.9234963,908.8575949,886.0623393,911.1945736,898.6688107,939.0180547,926.1691104,914.552394,880.0847684,840.1313598,895.1118798,888.0698425,905.0316252,921.7231173,941.9592026,943.4565191,963.3432963
1994,894.9918429,813.9283183,808.7161622,830.5371737,820.5356481,833.3291071,831.4418397,821.754673,856.1059687,817.0798425,854.6996821,834.9155675,806.489539,845.633922,878.9990364,854.3052354,855.9252804,830.3706511,863.2769809,860.3125634,876.6402602,831.0286054,858.5479527,881.3716591,859.5682097,985.2458492,866.7980126,774.7494296,844.4696009,745.9539809,823.3201055,720.1612584,680.7403977,762.4802418,852.846823,842.2772228,832.6406711,839.4239745,864.8708242,843.0679702,768.2508626,864.1403772,880.8914216,869.1102741,817.5561746,813.6739866,774.84254,747.9659785,737.0623308,862.8428253,838.3822435,856.3603712,853.4897055
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0
1996,776.7137617,778.8178356,803.2946038,854.2143557,817.6534004,809.4765377,789.40325,787.1775218,1082.9082048,789.0739683,820.4361722,834.4350144,810.8948659,797.7410083,796.0927009,788.1665651,806.6919055,826.6717078,821.7908182,826.1961515,834.297437,799.9906177,817.5585268,808.5044628,830.728874,899.4203369,839.4020673,816.6149647,817.5099326,808.7870043,806.327105,752.5825602,754.012012,806.1062218,822.5850439,831.0497776,822.342983,809.8126098,828.1655549,829.1574522,787.4098008,822.5701819,842.5313933,803.6827349,809.0872937,790.9573684,784.3556376,766.3664537,784.4889694,824.2766353,852.9203341,833.7442959,860.4724606
