Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
1684,1636.5915495,1628.7086987,1641.9768443,1620.9982521,1634.8426636,1597.6017252,1652.6902185,1628.0382811,1690.8126397,1651.4270817,1632.8671086,1637.1276514,1571.1706413,1605.4536332,1673.2289022,1596.0620239,1607.1530439,1614.541668,1666.8459883,1627.1346758,1620.8576145,1601.0552589,1936.02597,1636.4084571,1596.1452776,1581.0854941,1612.9342542,1562.9082535,1598.0583361
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,1905.9947266,1968.0032413,2078.0288374,2040.6434111,2067.3393993,1979.0320461,2077.2174643,1982.9292495,1987.3805347,1952.2953945,1938.8394461,2010.021355,2093.2123654,2022.2770081,2012.3471292,2030.0550714,2055.5159175,1991.4524688,2024.2848821,1928.8706466,1895.1395142,1981.5123899,1640.6845053,1795.5444418,1909.6556092,1822.6858394,1860.1962359,1916.6833497,1814.1339334
1687,1303.921393,1431.2357462,1425.2471534,1448.5464387,1520.9491046,1511.5796287,1557.7652331,1511.0613613,1240.0622286,1192.2318205,1231.4178726,1193.8911022,1240.3639203,1298.115289,1267.1118267,1259.876738,1282.3764692,1244.1036852,1209.6270006,1158.9012781,1217.4404828,1164.4025672,1015.204548,1089.6461579,1147.8031388,1300.6271658,1323.4373109,1310.2332618,1324.6460098
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1690,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1691,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,2481.9218338,2471.4457173,2625.9081959,2638.5208984,2644.6521219,2681.3996929,2686.6289885,2574.4975913,2582.3065158,2539.6240114,2554.7078405,2617.0120181,2637.7957711,2665.1796138,2681.9890073,2662.9371401,2611.6866784,2640.1385968,2668.9351007,2540.1260703,2652.368053,2620.5331991,2636.7661461,2422.875194,2530.6401999,2526.2058175,2407.0267616,2499.1147125,2400.1316182
1694,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
1695,1344.3226628,1288.4224209,1334.1458207,1334.2738049,1296.064926,1350.6286029,1286.906798,1273.9915928,1355.8079775,1370.5198377,1271.2066698,1306.928573,1275.7183668,1255.2945492,1282.5854608,1264.678677,1333.9913172,1337.8117512,1304.3398763,1322.4185149,1290.3537027,1309.2651045,1607.4825801,1141.1483611,1179.453227,1136.0796349,1175.8658731,1206.8594645,1084.2683747
1696,0.0,1038.6337865,1134.0553013,1083.444643,1104.9001889,965.6328234,1149.3370829,1066.3384607,1077.2587478,1064.0039452,984.1138676,991.7008587,1044.2163812,1047.1758664,1005.1953452,1025.786159,1064.0414803,1049.913785,1041.4271581,0.0,1050.5461686,1039.0742894,0.0,0.0,0.0,0.0,0.0,991.4695688,0.0
1697,1882.440317,1950.4712568,2050.2586154,2042.0395379,2093.1418727,1967.9308289,2046.9831304,2008.3781739,1970.9689546,1964.540074,1966.1450091,1973.6456416,1960.7714488,2024.3806168,1963.5822498,1954.4570152,1932.215102,1938.2114777,1976.6017022,1981.0586145,1862.2126544,1920.6273002,1834.5242035,1828.1327062,1893.7811159,1884.2295402,1897.051218,1942.6773963,1836.7402911
1698,nan,nan,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
1699,1150.2475502,1217.6328713,1215.5128333,1218.0236254,1193.2541833,1254.8619427,1183.4279783,1203.0987916,1285.4741505,1222.8982432,1193.0562234,1212.8067807,1248.6540585,1223.8796028,1208.5182961,1222.4001261,1245.1709434,1233.6274089,1242.0368262,1212.6089626,1242.8361004,1221.5558594,1253.5594401,1197.4059295,1238.0614556,1274.0781888,1289.4477577,1312.9539923,1250.1488256
1700,1420.5929122,1393.9995795,1331.0069238,1332.274659,1362.3484482,1295.3337209,1354.0730888,1324.035136,1326.578136,1324.4519416,1308.7130754,1327.5621106,1320.2466915,1257.1074514,1275.8860058,1246.4807852,1262.5068407,1303.8905107,1248.3864706,1303.995731,1283.4599451,1220.4883704,0.0,1286.1473928,1315.6705094,1200.7107243,1201.4787351,1253.1655828,1269.1847962
1701,1380.5342169,1356.0707347,1327.0282802,1312.7252581,1354.9378563,1310.3818331,1270.3962969,1317.981146,1307.5401749,1275.82299,1339.6304337,1324.0619795,1316.6450528,1278.1488334,1332.008856,1361.2317559,1366.7832295,1358.4185219,1314.895809,1262.6448184,1306.7958168,1281.1080777,1231.7945349,1351.9846326,1291.2515285,1369.4681339,1401.459425,1335.0054579,1333.3597857
1702,1220.8159998,1207.2725374,1169.1040873,1157.7777499,1160.6231109,1106.9211999,1132.4282483,1060.2599245,984.1423848,869.3989525,844.8488309,773.8929928,825.1707827,737.0344262,731.7353501,784.0016279,650.5729035,640.4406287,628.955763,565.3050987,597.2363084,622.2583947,846.2728093,559.9928701,598.6876607,470.2096906,583.2739975,517.9927083,606.5819657
1703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1704,926.0856584,1035.979671,1111.6478068,1076.1978163,1100.3196984,1016.4227262,1095.3941817,1072.9771359,989.6167025,1112.0002257,1036.5093231,954.574892,1028.3916087,1002.3737763,1005.0462594,986.9925764,955.3711508,1016.869323,979.9755866,989.6659443,1044.2389719,1012.9553811,0.0,1018.2270751,842.7879888,982.9951089,995.9150548,1073.0622672,1032.2197026
1705,1530.1044702,1536.5737841,1515.4897261,1524.5712576,1508.5678679,1475.6200757,1558.6047557,1544.0492162,1520.2712334,1523.4572167,1511.9543839,1497.4784913,1547.557027,1541.9434795,1513.4889834,1533.4275011,1563.1967421,1534.2367328,1551.8524948,1478.4138508,1474.0549479,1514.2034228,1700.2845547,1561.4974395,1493.5171896,1528.0032956,1481.9591009,1525.0085883,1535.9184001
1706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1707,1558.529583,1517.2553372,1447.8926957,1479.270074,1473.7375634,1547.4563389,1467.8573378,1548.2576336,1481.9022609,1484.8087204,1516.3661606,1515.7203547,1535.066231,1498.8081462,1542.7585447,1489.8702862,1537.6597777,1522.6779417,1553.2964141,1482.4130646,1550.691907,1552.485863,1645.9386899,1600.760984,1465.4416926,1434.5556565,1395.7628632,1449.564414,1490.2890975
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,nan,nan,0.0,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1710,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1711,1567.0539803,1591.8857961,1620.6289515,1627.3934894,1558.2220948,1424.0667407,1551.2502172,1545.4725891,1639.1130815,1668.1443208,1486.6118673,1586.2665694,1590.2547854,1515.114548,1537.7698026,1578.4630816,1515.2081119,1590.4590317,1585.6952169,1487.2144134,1499.6313503,1507.8194046,0.0,1439.9020932,1474.4423679,1447.0704036,1481.217322,1563.6429518,1585.4832845
1712,1477.4811508,1452.1859439,1541.8682847,1569.1359153,1571.4617353,1607.6042617,1584.8472689,1569.6234262,1698.0820941,1668.1141667,1511.8642103,1501.604507,1451.6858114,1397.5930201,1531.7054879,1456.0911677,1466.2967634,1467.3338838,1498.2215023,1616.7142874,1472.8336459,1480.7397096,1795.237481,1521.3448341,1511.0403112,1478.6703318,1494.0817709,1451.720756,1502.6637896
1713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,1536.7313433,1502.7099918,1517.3293964,1515.4129254,1528.512674,1506.2083702,1524.4239582,1518.0655554,1523.3997224,1517.2475687,1509.4261357,1504.5827193,1535.7765516,1516.4360446,1516.4309737,1510.9506996,1497.2877191,1493.8455726,1517.2742434,1494.5129679,1470.9412601,1528.348627,1617.6222205,1489.0196101,1508.2358186,1505.6490169,1534.7813327,1466.7601765,1511.9978322
1716,1368.8038677,1363.3832559,1301.9368103,1307.5605572,1267.4350423,1220.8174889,1268.2283931,1209.8640499,1123.292545,1211.7327539,1181.5885142,1213.4349301,1144.3453766,1042.9607816,1163.1136318,1248.1241524,1270.7557878,1265.2288114,1157.265338,1192.5615884,998.7658759,1091.3049656,1306.8673779,1160.1828576,1229.3116292,1216.4385344,1213.6542547,1259.3617362,1187.8321958
1717,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1718,1124.2543636,1226.4391648,1202.7906529,1280.9824244,1178.535633,1321.1591342,1329.6630731,1317.9009076,1403.7271028,1326.3503726,1302.280757,1330.3337064,1371.5897348,1376.0230766,1346.1970238,1338.2988222,1306.5531331,1389.4909149,1325.6708393,1277.8746743,1340.4151392,1373.4229597,1782.4738921,1402.8787667,1418.3374059,1225.6558883,1208.0733201,1233.673057,1151.2570513
1719,1382.4470991,1398.4960787,1426.880035,1388.5278666,1392.5637408,1348.7621333,1306.9471735,1390.5342835,1397.5209633,1419.4949909,1412.3086011,1472.5346811,1423.9671849,1489.1368443,1446.503169,1496.0367435,1450.1073198,1455.1187447,1398.610767,1346.8633609,1395.0488905,1387.9560853,1385.7196071,1501.7518009,1492.6900824,1359.4376347,1341.6940022,1447.6218805,1349.3628346
1720,1583.6849026,1524.2740794,1504.626144,1491.6855743,0.0,0.0,1453.4840382,1497.6237543,1490.3864059,1541.4504139,1509.5435551,1560.5144439,1473.4632626,1502.5720036,1439.4289589,1599.5534712,1539.7251363,1516.1698051,1500.5176549,1489.6284815,0.0,1457.0917992,1463.2360165,1554.7045989,1538.0047001,0.0,0.0,0.0,1478.1972167
1721,0.0,1132.3411856,1255.3298696,1281.8466196,1276.3341799,1098.7246528,1384.3725022,1276.7605377,1307.7166365,1242.874918,1182.9295314,1220.3075767,1307.912943,1308.3401126,1152.1267,1294.5397488,1212.530893,1317.6409589,1235.6487421,1190.6019715,1219.9283672,1237.9151415,0.0,1231.1263001,1146.9227147,0.0,0.0,1240.5611685,1194.5094788
1722,1405.2682963,1383.0146001,1423.4893019,1393.1954813,1424.2754306,1456.2917611,1354.4586275,1398.6679862,1338.8505157,1394.9582409,1415.109389,1385.7225632,1418.3325577,1401.5961414,1409.1624376,1411.4752187,1393.7089467,1367.7377055,1438.7350825,1379.3787184,1361.5324406,1407.6609015,1506.6603942,1394.3286931,1431.0389181,1370.5485714,1399.8791638,1377.8260564,1360.2175838
1723,1276.0823183,1335.0930865,1476.2077888,1444.1647496,1465.5082704,1415.9267061,1457.035542,1440.1736036,1448.1260938,1354.1716202,1333.4041544,1436.5740086,1460.2835347,1473.5937656,1436.7597019,1476.5156172,1474.9851311,1498.3244417,1474.8537262,1388.4515916,1505.8229649,1454.1312247,1480.8575971,1355.7517222,1420.6474599,1437.3796051,1413.3961845,1412.205291,1488.4809549
1724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1725,1303.4322684,1251.7622574,1413.0776234,1325.316142,1377.0976522,1273.9601852,1344.8314956,1291.8568358,1292.0087432,1347.953715,1287.151178,1311.2049312,1288.5631123,1356.9438237,1338.7632426,1314.8571278,1376.4543615,1304.7776075,1302.2044888,1288.0061459,1318.3614623,1297.0603335,1314.528262,1206.3833878,1205.7600885,1283.080786,1287.2478638,1274.9268459,1239.1644332
1726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1728,1636.3800046,1662.5842359,1683.8559244,1673.4895854,1654.2454378,1655.302772,1686.4000661,1685.8005824,1692.8482418,1716.3036553,1657.8162637,1689.73707,1675.6446654,1704.9995073,1723.2536458,1661.2332248,1694.0833785,1717.7930225,1683.970691,1711.8147252,1708.745162,1725.7268568,1810.1916699,1684.1565192,1734.917272,1734.2668058,1692.5956362,1705.0250992,1771.7976057
1729,1517.9419583,1471.7094347,1595.1374209,1596.1343559,1557.7427541,1416.7771371,1548.8876432,1501.9447497,1412.4553702,1623.4100186,1645.1528832,1566.6244778,1524.0147362,1508.3189113,1463.3180315,1454.625384,1508.5888547,1464.7802326,1471.0354736,1558.9498138,1511.6536851,1479.4629711,1494.3707657,1422.3350011,1338.9467245,1513.5582081,1483.1237654,1541.2929415,1344.2380892
1730,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1731,1663.8112196,1786.5315225,1761.3989261,1737.8412709,1775.3066331,1768.7311972,1796.4930639,1766.1148182,1633.3632842,1734.7521143,1758.172057,1694.2081558,1691.7862456,1612.8970854,1671.376118,1647.099838,1582.5353826,1645.2507338,1608.3873472,1635.8643258,1684.7559698,1640.798709,1460.5651999,1663.6487566,1707.6306827,1769.6939901,1829.1025161,1810.1524119,1769.6519837
1732,1292.89937,1323.6608538,1241.8456899,1316.4127908,1266.8214869,1468.3853494,1358.0174228,1345.5921262,1352.1809621,1290.7612062,1333.2991529,1358.8748148,1350.0130667,1393.4457143,1405.2972138,1374.17596,1394.6424265,1362.7164657,1320.5546605,1342.5471723,1362.5032342,1364.2769539,1767.8367252,1271.7364941,1314.1564422,1264.7436556,1134.8208731,1254.4084593,1292.4950147
1733,1314.4023684,1297.407995,1284.0231752,1266.3614275,1264.1332162,1208.8412527,1336.389068,1242.7605094,1271.9222611,1233.8840495,1211.6868309,1269.6728975,1131.6791908,1066.5633382,1159.9292133,1123.3155889,1166.9229214,1162.6883976,1280.0618837,1162.8376431,1227.4044328,1144.0416488,1250.2633942,1232.9709207,1184.2279647,1191.0112694,1222.3194603,1227.3002259,1274.0190342
1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,1377.2377962,1416.7903474,1452.3949648,1449.3629176,1497.7710208,1483.9899307,0.0,1463.4619279,0.0,0.0,1465.6742929,1449.1311921,1359.7307271,1452.6919658,1466.2063303,1499.1122208,1414.9202797,1449.27849,1483.2343434,1504.6297848,0.0,1426.8714165,1661.7654498,1509.0982947,1484.7937089,1421.9198633,1415.5035885,1367.4026127,1523.5357179
1736,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1737,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
1738,1844.6866851,1886.1125052,1891.4531632,1876.538186,1853.2067939,1850.4912,1879.2083439,1869.9944819,1871.4418235,1880.3580396,1840.027096,1881.8824042,1865.5263193,1886.9463223,1899.3675129,1853.4869473,1869.800599,1844.3512184,1791.2584059,1811.130547,1834.2856928,1809.9577674,1773.9612947,1755.2791789,1808.1957568,1812.3381082,1828.6678093,1871.7324146,1847.1042566
1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
1741,1336.3625292,1448.6818693,1405.9929975,1384.7614938,1412.6112578,1260.7614254,1406.0688778,1360.8706447,1340.9979779,1399.4997336,1360.5149687,1370.096322,1387.1915566,1387.4399141,1355.4941167,1382.2658051,1362.1676286,1424.115221,1402.8734643,1311.2921521,1369.8818404,1343.7296019,0.0,1339.3018442,1344.2412412,1391.4542464,1322.6883771,1418.3494366,1316.0896694
1742,1385.0734341,1448.7847105,1227.3901693,1259.4825351,1348.5778239,1325.688275,1206.3512933,1305.7542525,1285.0937298,1185.6253919,1362.3319107,1296.6694386,1348.7590307,1271.5898092,1242.7184718,1281.9556388,1241.4310089,1273.0705443,1358.4101847,1194.3689858,1221.863833,1211.1037362,0.0,1236.2901767,1268.980673,1285.3555718,1273.2007006,1282.5403213,1200.8290208
1743,1661.8283037,1671.7921268,1717.1552293,1690.630734,1698.9691627,1695.4775736,1650.481042,1703.5406598,1745.5395877,1682.8334894,1643.399631,1710.1197508,1830.101637,1793.5186181,1718.7292739,1697.7403045,1736.7661229,1716.5972787,1783.6750924,1665.0863149,1717.9333597,1728.713549,1842.2432385,1561.3553852,1589.2312172,1513.2177188,1623.495745,1610.7485721,1638.6543471
1744,2125.0215388,2147.6092811,2178.7946347,2142.7123878,2132.8821517,2106.3674135,2150.2854904,2119.1897355,2112.0770363,2132.7280205,2151.7270972,2145.7191018,2129.9449754,2116.6641747,2110.884159,2132.1141912,2159.2262909,2163.868722,2159.9211843,2114.4120308,2115.038858,2061.5451093,2048.2407252,2153.8644344,2146.3070473,2237.1483967,2145.5494371,2267.3669528,2195.4212239
1745,1172.9429411,1148.7084117,1161.8645848,1163.6730304,1149.2990356,1154.9257425,1176.1362904,1149.2110644,1177.0596049,1133.7025462,1154.2399348,1138.3368401,1096.8557222,1024.8849691,1065.7550316,1127.3324056,1124.0395577,1136.9031862,1075.3244771,1149.4886014,1085.3220538,1123.6860981,1307.5241026,1189.2885422,1185.097349,1173.6889315,1192.7901501,1147.7530942,1185.1714082
1746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,1925.6601408,1921.4783856,1880.2120408,1843.6889316,1869.3418967,1767.6282179,1817.0027842,1898.0488517,1687.132612,1821.4454634,1933.0592144,1960.2826499,1806.8079709,1898.4145934,1860.7447724,1890.3426696,1847.4399341,1894.6580315,1980.7031443,1915.1694016,1700.0715943,1814.6534572,1819.0656071,1902.151476,1897.4402448,1819.8654395,1814.1054407,1882.0189688,1839.7543707
1749,1607.2714168,1585.5719476,1592.3060857,1607.4599969,1590.716922,1736.00184,1618.3164092,1625.6902068,1714.508846,1651.8301967,1668.0443182,1639.4112577,1675.8245731,1671.2434732,1634.2569637,1687.1231322,1673.1089607,1692.4822986,1668.6016629,1640.3505583,1678.3134634,1696.0030701,1828.077961,1595.3140963,1590.0023229,1650.6528991,1665.2039638,1654.8134888,1754.3384255
1750,1310.4599148,1337.6414098,1397.1438906,1434.4571018,1407.088132,1442.8550484,1364.3530786,1376.3959223,1443.4644702,1399.5519937,1318.0132608,1334.9798521,1310.2444355,1309.3332127,1428.2551294,1300.0363678,1256.9663934,1306.8758639,1317.228125,1397.557263,1358.1912616,1388.3790701,1505.2438833,1283.7939591,1313.4842508,1281.7390888,1375.7870467,1274.990775,1327.3621786
1751,1131.3162747,1170.2891122,1169.1657095,1144.4319606,1129.507311,1090.1102819,1082.7463675,1140.4382948,1137.8325534,1171.151006,1108.1871169,1210.1158001,1132.8630386,1104.6657683,1195.5314997,1096.151678,1142.1895994,1150.7869006,1169.6359196,1080.2361284,1152.6780658,1155.8816014,1314.123986,1072.8464829,1086.045263,0.0,1150.0774581,1142.714318,1249.7483881
1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
1754,1308.4512258,1297.6315218,1320.5857519,1301.1131985,1364.8175589,1320.5788244,1221.1981062,1270.4101216,1296.3678763,1295.1057911,1305.947453,1313.1475609,1317.4022886,1311.5495578,1302.2799876,1342.1840939,1338.8307534,1358.9978401,1309.9033128,1283.2799556,1300.7018138,1326.3000456,1556.7529861,1229.2233321,1353.525689,1219.361245,1278.6880026,1244.0403696,1203.319533
1755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1756,1363.2357683,1367.4003344,1373.9562212,1370.3813065,1357.0945616,1312.203646,1380.8820767,1355.809524,1478.0691194,1370.080237,1310.0692552,1359.4394711,1357.1385973,1305.3262216,1357.6787568,1319.4005861,1307.6042389,1319.1947815,1361.726447,1287.9974106,1294.0968129,1316.1621657,1353.1592944,1309.0700394,1287.1454867,1246.3839321,1274.767074,1303.721389,1279.8176725
1757,1117.3182123,1195.3656349,1275.7942854,1242.4145653,1257.2473169,1126.5806961,1259.432025,1231.8654808,1201.2865047,1228.0941111,1143.0475793,1191.833115,1233.9798942,1229.3461055,1167.6614283,1247.0354328,1298.6526224,1266.6979098,1226.5487666,1171.528987,1185.4510433,1191.0401256,1171.2568594,1165.6454391,1106.3650956,1104.7839009,1008.741696,1131.392379,1124.81369
1758,1394.2020699,1336.3905945,1257.8093754,1228.5064314,1204.2147538,1149.5552647,1274.2048417,1241.0015964,1359.9511232,1345.9316336,1291.3557028,1251.4959603,1146.4644834,1209.6044442,1266.2622481,1221.9342847,1241.9745252,1216.5229823,1221.5809864,1153.0986378,1178.5229377,1121.7505377,1196.3106904,1234.1412901,1248.4804197,1164.1023144,1155.7744897,1214.3952982,1165.4317336
1759,1717.9966489,1674.6783618,1643.334708,1672.3553883,1668.9015511,1664.5026759,1604.4497333,1647.121571,1645.0628239,1693.090337,1663.2677402,1652.0642622,1687.7903127,1660.8173393,1666.1240258,1685.1380593,1659.5761794,1709.7134648,1733.6993954,1667.8142353,1712.271399,1711.3643682,1712.3892241,1660.0195393,1682.305779,1691.6369107,1726.3124833,1699.8168935,1654.4668026
1760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1762,2088.8559496,1962.6869425,1929.370307,1942.2925021,1917.7249755,1960.0021236,1897.2354368,1971.1388841,1993.990521,2016.0800976,2002.4929173,1940.5007146,1904.8167399,1853.3567982,1994.426682,1950.686832,1956.4168582,1926.3350485,1936.0376123,2014.9264519,1928.4627545,1993.5146618,1945.5994539,2120.3678729,2097.5349062,2091.4067825,2156.7102295,2095.5762986,2127.8440275
1763,1516.519545,1477.6965253,0.0,0.0,0.0,1624.3694819,1500.3004228,1484.2168982,1550.1036267,1477.6053128,1472.951649,1495.4652265,1501.9100584,1525.4689923,1569.5079584,1532.2171249,1566.4390527,1535.5851632,1552.7411304,1520.1815033,1578.0869678,1570.5299322,1895.8602254,1515.9787014,1489.6250539,1381.9841493,1436.9172415,1435.8732237,1458.0522701
1764,1207.7140399,1198.3428769,1176.7711574,1189.397803,1183.4573476,1159.9775241,1187.1445245,1180.0460654,1223.6251515,1131.3175348,1161.0555499,1191.653254,1210.3228608,1117.0641529,1185.8515521,1223.0914651,1227.1344505,1214.0016161,1177.2738896,1124.949654,1200.2243258,1197.4358277,1133.4276963,1065.1751877,1152.8075982,1160.7419367,1141.9657092,1185.939517,1179.4200911
1765,1155.3314101,1223.7031805,1224.2116026,1251.0601449,1263.1643576,1203.1918189,1277.1625209,1230.6958134,1227.0334563,1234.0659491,1227.0770956,1217.9732982,1251.6509181,1185.3695123,1196.3682473,1224.5320099,1198.8832484,1202.5898318,1185.9181117,1225.7230845,1189.3875751,1218.3273509,1515.5812031,1178.8173275,1222.9753643,1236.6186965,1281.8996785,1249.6867393,1213.8425427
1766,1542.4813446,1506.3571718,1447.3821103,1434.999112,1463.8449677,1418.5148841,1415.2318218,1430.076821,1369.7427801,1443.3833868,1477.8154636,1439.3431598,1280.8107453,1385.3925526,1338.2905106,1309.9159827,1267.7746602,1316.4938746,1316.0407719,1421.9748913,1336.1989913,1357.3634314,1542.6252194,1301.623941,1378.7219938,1390.9734261,1369.8636636,1309.2507128,1323.8862335
1767,0.0,1011.2452158,1088.0052569,1052.2606884,1095.1576471,973.5742319,1095.9269221,1035.2690399,1063.634275,1039.2936563,1010.1639031,1025.1194911,1046.2655602,1020.5938541,1028.774349,1064.7813478,968.6947105,1026.7405309,1056.0569966,974.011194,1003.3575925,1038.6512173,0.0,985.3187559,985.333263,0.0,0.0,1061.5419881,0.0
