StarNumber	20r	20i	20r-20i	E	22r	22i	22r-22i	mean r-i	22b	22v	22b-22v	M	20b	20v	20b-20v	Q	catalogue v	catalogue b-v	catalogue b	U	catalogue v - 22v	catalogue v - 20v	X	catalogue b - 22b	catalogue b - 20b	22v-20v
120	11.715	11.314	0.40194		11.847	11.513	0.33459	0.36827	12.892	12.239	0.65316		12.868	12.203	0.66582		12.02	0.61	12.63		-0.21862	-0.18254		-0.26178	-0.23836	0.036083
121	11.773	11.507	0.26653		11.916	11.691	0.22427	0.2454	12.676	12.207	0.46942		12.618	12.159	0.45847		11.99	0.42	12.41		-0.21659	-0.16909		-0.26601	-0.20756	0.047495
122	11.701	11.416	0.28508		11.837	11.612	0.22538	0.25523	12.617	12.142	0.47455		12.584	12.087	0.49614		11.95	0.46	12.41		-0.19215	-0.13744		-0.2067	-0.17358	0.054713
123	11.705	11.372	0.33258		11.915	11.671	0.24498	0.28878	12.759	12.241	0.51803		12.664	12.123	0.54012		12.01	0.49	12.5		-0.23103	-0.11347		-0.25906	-0.1636	0.11755
124	11.733	11.46	0.27354		11.88	11.679	0.20135	0.23745	12.68	12.18	0.50018		12.647	12.151	0.49516		11.96	0.45	12.41		-0.21958	-0.19147		-0.26976	-0.23663	0.028113
125	11.713	11.333	0.37972		11.93	11.629	0.30087	0.34029	13.022	12.353	0.66891		12.931	12.262	0.66925											0.091288
126	11.785	11.392	0.39242		11.955	11.679	0.27639	0.3344	12.792	12.304	0.48855		12.673	12.194	0.47906											0.10988
127					11.942					12.294							12.03	0.48	12.51		-0.26438					
128	11.79	11.007	0.78282		11.915	11.233	0.68214	0.73248	14.048	12.715	1.333		14.073	12.668	1.4056											0.047523
129	11.762	11.456	0.30612		11.901	11.658	0.24245	0.27429	12.726	12.214	0.51181		12.671	12.181	0.4905		12.05	0.47	12.52		-0.16382	-0.13062		-0.20563	-0.15112	0.033199
130	11.741	11.438	0.30315		11.881	11.654	0.22709	0.26512	12.743	12.212	0.53076		12.673	12.159	0.51342		11.99	0.49	12.48		-0.22192	-0.16921		-0.26268	-0.19263	0.052712
131																	12.01	0.54	12.55							
132																										
133	11.747	11.486	0.26051		11.985	11.754	0.23154	0.24603	12.804	12.306	0.49829		12.699	12.19	0.50939		12.03	0.46	12.49		-0.27563	-0.15953		-0.31392	-0.20892	0.1161
134	11.793	11.442	0.35113		11.92	11.634	0.28565	0.31839	12.872	12.252	0.62004		12.842	12.239	0.60347		12.1	0.53	12.63		-0.15242	-0.13856		-0.24245	-0.21203	0.013852
135																	11.99	0.52	12.51							
136	11.752	11.491	0.26165					0.26165	12.579				12.56	12.092	0.46743		11.96	0.39	12.35			-0.13237		-0.22941	-0.2098	
137	11.788	11.465	0.32317		11.944	11.692	0.25229	0.28773	12.894	12.323	0.57148		12.887	12.264	0.62314		12.11	0.56	12.67		-0.21258	-0.15413		-0.22406	-0.21727	0.058451
138	11.664	11.257	0.40687		11.667	11.284	0.38224	0.39455	12.769	12.227	0.54181		12.741	12.2	0.54081		12.19	0.55	12.74		-0.037344	-0.010005		-0.029152	-0.00081062	0.027339
139																	11.89	0.41	12.3							
140	11.804	11.421	0.38274		11.921	11.62	0.30101	0.34187	12.851	12.278	0.57368		12.841	12.253	0.58813		12.1	0.56	12.66		-0.1775	-0.15328		-0.19118	-0.18141	0.024218
141	11.845	11.449	0.3964		11.986	11.68	0.30616	0.35128	12.907	12.334	0.57254		12.889	12.308	0.58109		12.1	0.57	12.67		-0.2343	-0.20753		-0.23684	-0.21862	0.026773
142	11.826	11.486	0.33981		11.986	11.691	0.29496	0.31739	12.944	12.358	0.58537		12.898	12.29	0.608		12.15	0.57	12.72		-0.20847	-0.1399		-0.22384	-0.1779	0.068567
143	11.913	11.07	0.84312		12.12	11.347	0.7727	0.80791	14.452	12.961	1.4908		14.298	12.892	1.4055											0.068617
144																										
145	11.893	11.652	0.24146		11.994	11.843	0.15032	0.19589	12.744	12.287	0.45654		12.71	12.267	0.44319		12.09	0.38	12.47		-0.19734	-0.17727		-0.27388	-0.24046	0.020066
146	11.858	11.525	0.33214		12.037	11.766	0.27123	0.30168	12.91	12.367	0.54303		12.875	12.311	0.56446		12.27	0.48	12.75		-0.096672	-0.040921		-0.1597	-0.12538	0.055751
147	11.907	11.626	0.28097		12.054	11.842	0.21205	0.24651	12.865	12.359	0.50648		12.783	12.292	0.49116		12.15	0.44	12.59		-0.20889	-0.14218		-0.27537	-0.19335	0.066707
148																	12.23	0.55	12.78							
149	11.848	11.127	0.72164		11.992	11.401	0.59123	0.65643	13.4	12.517	0.88377		13.401	12.473	0.92811											0.043367
150	11.918	11.621	0.29682		12.04	11.831	0.20898	0.2529	12.854	12.354	0.50033		12.848	12.311	0.53698		12.15	0.47	12.62		-0.20415	-0.16117		-0.23449	-0.22815	0.042988
151																										
152	11.891	11.444	0.44722		12.01	11.622	0.3885	0.41786	13.127	12.451	0.67565		13.13	12.436	0.69419		12.39	0.61	13		-0.06121	-0.046084		-0.12686	-0.13027	0.015125
153	11.94	11.587	0.35308		12.069	11.792	0.27781	0.31544	12.933	12.42	0.51352		12.9	12.379	0.52102											0.041071
154	11.933	11.506	0.42761		12.091	11.772	0.31852	0.37306	13.174	12.497	0.67732		13.079	12.439	0.63983		12.22	0.67	12.89		-0.27672	-0.21935		-0.28404	-0.18918	0.057372
155	11.964	11.371	0.5934		12.091	11.573	0.51782	0.55561	13.474	12.646	0.8279		13.46	12.615	0.84422		12.42	0.84	13.26		-0.22625	-0.19541		-0.21415	-0.19963	0.030841
156	12.01	11.558	0.45209		12.174	11.758	0.41563	0.43386	13.029	12.493	0.53571		12.971	12.417	0.55394		12.27	0.51	12.78		-0.22282	-0.1468		-0.24853	-0.19074	0.076018
157	11.985	11.522	0.46357		12.071	11.685	0.38603	0.4248	13.298	12.56	0.73714		13.257	12.547	0.70938											0.013124
158	12.026	11.186	0.84037		12.152	11.392	0.76044	0.80041	14.446	12.976	1.4699		14.379	12.921	1.4587											0.05543
159	12.026	11.713	0.31352		12.169	11.913	0.2568	0.28516	12.982	12.475	0.50761		12.963	12.445	0.51805		12.28	0.5	12.78		-0.19469	-0.1648		-0.2023	-0.18285	0.029892
160	11.99	11.713	0.27737		12.215	11.986	0.22884	0.2531	12.944	12.506	0.43761		12.868	12.367	0.50092											0.13897
161																										
162																										
163	12.011	11.493	0.51757		12.191	11.749	0.44254	0.48006	13.518	12.699	0.81908		13.469	12.616	0.85331											0.082968
164	12.047	11.595	0.45144		12.213	11.857	0.35628	0.40386	13.065	12.557	0.50826		13.009	12.479	0.53025		12.33	0.5	12.83		-0.22711	-0.14905		-0.23537	-0.1793	0.078058
165	11.993	11.661	0.33259		12.132	11.877	0.25471	0.29365	13.047	12.47	0.57708		12.995	12.418	0.57677		12.27	0.53	12.8		-0.1999	-0.14845		-0.24699	-0.19521	0.051454
166	11.951	11.518	0.4328		12.234	11.804	0.42961	0.4312	13.39	12.638	0.75171		13.272	12.528	0.74429		12.36	0.7	13.06		-0.27781	-0.16755		-0.32951	-0.21183	0.11026
167	12.036	11.627	0.40935		12.134	11.778	0.35585	0.3826	13.112	12.539	0.5733		13.12	12.501	0.61887		12.34	0.56	12.9		-0.19912	-0.16112		-0.21242	-0.21998	0.038007
168	12.124	11.343	0.78133		11.786	10.712	1.074	0.92766	11.991	12.863	-0.87234		11.903	12.86	-0.9571											0.0031996
169																										
170	12.112	11.696	0.41613		12.257	11.89	0.3674	0.39177	13.326	12.665	0.66115		13.282	12.619	0.66311		12.47	0.61	13.08		-0.1946	-0.14926		-0.24575	-0.20237	0.045342
171	12.129	11.846	0.28242		12.323	12.13	0.19289	0.23765	13.11	12.636	0.47418		13.02	12.546	0.47316											0.089593
172	12.169	11.754	0.41509		12.295	11.975	0.32067	0.36788	13.248	12.648	0.59989		13.208	12.609	0.59918		12.41	0.55	12.96		-0.23822	-0.19919		-0.28811	-0.24837	0.039025
173	12.111	11.694	0.41777		12.25	11.909	0.34049	0.37913	13.315	12.642	0.67253		13.303	12.636	0.66736		12.43	0.69	13.12		-0.21247	-0.20596		-0.195	-0.18332	0.0065107
174	12.121	11.575	0.54606		12.351	11.871	0.47989	0.51298	13.729	12.911	0.81767		13.657	12.792	0.86544											0.11974
175					12.261																					
176	12.181	11.334	0.84701		12.302	11.529	0.77284	0.80993	14.751	13.154	1.5965		14.705	13.143	1.562		9.73	0.31	10.04		-3.4243	-3.4131		-4.7108	-4.6651	0.011174
177					12.677																					
178	12.157	11.817	0.33986		12.295	11.973	0.3222	0.33103	13.222	12.629	0.59361		13.183	12.61	0.57282		12.42	0.56	12.98		-0.20882	-0.19002		-0.24243	-0.20284	0.018802
179						11.306			19.552	14.234	5.3186															
180	12.127	11.829	0.29755		12.253	11.998	0.25515	0.27635	13.098	12.564	0.53449		13.086	12.525	0.5619		12.38	0.52	12.9		-0.18357	-0.14452		-0.19806	-0.18642	0.039049
181	12.37	11.173	1.1973		12.555	11.466	1.0881	1.1427	15.492	13.623	1.8683		15.286	13.551	1.7352											0.072042
182	12.199	11.817	0.38176		12.329	12.029	0.30005	0.34091	13.462	12.777	0.68536		13.446	12.734	0.71197											0.042832
183																										
184	12.217	11.846	0.37162		12.343	12.043	0.29982	0.33572	13.254	12.716	0.53783		13.217	12.645	0.57211		12.48	0.58	13.06		-0.2357	-0.16526		-0.19353	-0.15737	0.070435
185	12.253	11.652	0.60076		12.379	11.841	0.53864	0.5697	13.962	12.965	0.997		13.845	12.958	0.88673		12.74	0.95	13.69		-0.22496	-0.21815		-0.27195	-0.15488	0.0068064
186	12.23	11.816	0.41403		12.353	11.982	0.37111	0.39257	13.459	12.796	0.66346		13.453	12.75	0.70285		12.53	0.67	13.2		-0.2656	-0.22027		-0.25906	-0.25312	0.045333
187	12.241	12.046	0.19515		12.456	12.31	0.14661	0.17088	13.044	12.681	0.36262		12.952	12.586	0.36628											0.09499
188																										
189	12.268	11.824	0.44376		12.407	12.03	0.37669	0.41023	13.448	12.81	0.63786		13.378	12.748	0.62973		12.53	0.59	13.12		-0.27976	-0.2184		-0.32762	-0.25814	0.061359
190	12.247	11.758	0.48939		12.393	11.971	0.42149	0.45544	13.604	12.835	0.76875		13.567	12.814	0.75275											0.021013
191																										
192																										
193	12.386	11.513	0.87299		12.533	11.745	0.7879	0.83045	14.966	13.448	1.518		14.858	13.385	1.4731		13.14	1.62	14.76		-0.3076	-0.24514		-0.20559	-0.098253	0.062458
194	12.288	11.839	0.44825		12.442	12.061	0.38085	0.41455	13.64	12.904	0.73534		13.619	12.852	0.7672											0.052601
195	12.307	11.959	0.34757		12.332	11.992	0.34028	0.34393	13.303	12.786	0.51698		13.289	12.803	0.48667											-0.016977
196	12.349	12.02	0.3283		12.505	12.221	0.28398	0.30614	13.412	12.818	0.59384		13.346	12.795	0.55115		12.59	0.53	13.12		-0.22785	-0.20462		-0.29169	-0.22578	0.023223
197	12.275	11.838	0.436		12.367			0.436	13.454				13.453	12.766	0.68737		12.6	0.59	13.19			-0.16581		-0.26442	-0.26319	
198	12.33	12.01	0.31963		12.514	12.218	0.29552	0.30758	13.378	12.839	0.53937		13.345	12.797	0.54857											0.041785
199	12.31	11.985	0.32542		12.445	12.175	0.26988	0.29765	13.374	12.787	0.58718		13.318	12.746	0.57166											0.040796
200	12.434	11.558	0.87574		12.573	11.744	0.82833	0.85203	15.097	13.441	1.6559		15.101	13.462	1.639											-0.0207
201	12.33	11.99	0.33978		12.516	12.154	0.36192	0.35085	13.436	12.848	0.58822		13.331	12.763	0.56803		12.67	0.52	13.19		-0.17778	-0.093438		-0.246	-0.14147	0.08434
202	12.363	11.584	0.77935					0.77935	14.514				14.596	13.25	1.3455											
203	12.363	12.056	0.30654		12.524	12.241	0.28302	0.29478	13.525	12.905	0.61966		13.518	12.872	0.64532		12.67	0.58	13.25		-0.23501	-0.20236		-0.27467	-0.26768	0.032645
204																										
205	12.633	11.715	0.91731		12.742	11.964	0.77794	0.84763	13.951	13.254	0.69715		13.886	13.254	0.63157											-0.00030899
206																										
207																	13.04	0.6	13.64							
208																										
209	12.519	11.584	0.93518		12.677	11.82	0.85654	0.89586	15.082	13.566	1.5156		15.133	13.569	1.5637											-0.0029755
210	12.537					11.679			15.172	13.675	1.4969		15.307	13.648	1.6591											0.02732
211	12.863	11.374	1.4891		12.965	11.59	1.3748	1.4319	17.069	14.376	2.6932		17.12	14.49	2.6298											-0.11384
212	12.448	12.096	0.35215		12.609	12.323	0.28599	0.31907	13.581	12.982	0.59945		13.521	12.899	0.62214		12.74	0.63	13.37		-0.24181	-0.15926		-0.21126	-0.1514	0.082549
213	12.477	12.085	0.39167		12.595	12.291	0.30425	0.34796	13.54	12.993	0.54746		13.592	12.949	0.64221		12.77	0.56	13.33		-0.22255	-0.17947		-0.21	-0.26169	0.043072
214																										
215	12.496	12.226	0.26997		12.671	12.465	0.20605	0.23801	13.446	12.936	0.51022		13.365	12.896	0.46842											0.039888
216	12.439	12.106	0.33309		12.604	12.314	0.28978	0.31143	13.523	12.965	0.55839		13.479	12.898	0.58184		12.77	0.55	13.32		-0.195	-0.12757		-0.20339	-0.15942	0.067428
217	12.487	12.16	0.32734		12.657	12.434	0.22345	0.2754	13.572	13.011	0.56088		13.469	12.907	0.56266											0.10489
218	13.269	11.157	2.1123					2.1123																		
219	12.475	12.055	0.4198		12.679	12.331	0.34837	0.38408	13.776	13.129	0.64725		13.7	12.988	0.71204											0.14096
220	13.315	11.227	2.0873		13.376	11.404	1.9714	2.0294		15.306			17.353	15.343	2.01											-0.03747
221	12.431	12.016	0.41453		12.561	12.198	0.36338	0.38895	13.704	12.96	0.74479		13.726	12.994	0.73235											-0.03401
222	12.525	12.074	0.45072		12.649	12.269	0.37984	0.41528	13.802	13.065	0.73687		13.682	13.068	0.61374											-0.0028191
223	12.59	12.08	0.50963		12.735	12.291	0.44328	0.47646	13.767	13.139	0.62865		13.734	13.082	0.6526		12.91	0.55	13.46		-0.22851	-0.17184		-0.30716	-0.27444	0.056671
224	12.527	12.227	0.29949		12.641	12.384	0.25762	0.27855	13.595	13.05	0.54557		13.586	12.983	0.60251		12.82	0.54	13.36		-0.22953	-0.1635		-0.2351	-0.22601	0.06603
225	12.47	12.08	0.39083		12.635	12.314	0.32103	0.35593	13.713	13.021	0.69225		13.697	12.969	0.7283		12.96	0.63	13.59		-0.06077	-0.0088806		-0.12302	-0.10718	0.051889
226	12.541	12.16	0.38076		12.785	12.415	0.37021	0.37548	13.725	13.106	0.61906		13.707	13.082	0.62505		12.89	0.58	13.47		-0.21581	-0.19204		-0.25487	-0.23709	0.023769
227	12.554	12.191	0.36232		12.701	12.395	0.30561	0.33396	13.719	13.082	0.63741		13.701	13.015	0.68549											0.066093
228	12.601	12.1	0.50095		12.738	12.312	0.42666	0.46381	13.943	13.198	0.7451		13.938	13.172	0.76548		13.05	0.63	13.68		-0.14791	-0.12224		-0.26301	-0.25772	0.025663
229	12.51	12.083	0.42661		12.652	12.193	0.45927	0.44294									12.92	0.61	13.53							
230	12.584	12.027	0.55661		12.743	12.24	0.50309	0.52985	14.139	13.285	0.85395		14.157	13.272	0.8848											0.013054
231	12.594	12.006	0.58817		12.734	12.164	0.56996	0.57907	14.306	13.276	1.0299		14.239	13.294	0.94509											-0.018759
232	13.379	11.316	2.0628		13.486	11.516	1.9698	2.0163	18.101	15.295	2.8056			15.218												0.077443
233	14.084	11.28	2.804		14.122	11.492	2.63	2.717	19.552	16.505	3.0466			17.744												-1.2388
234																										
235	12.573	12.167	0.406		12.759	12.423	0.33561	0.3708	13.824	13.192	0.63212		13.794	13.083	0.71029											0.10876
236	12.524	12.133	0.39137		12.671	12.337	0.33435	0.36286	13.712	13.044	0.6679		13.639	13.004	0.63507		12.88	0.62	13.5		-0.16421	-0.12374		-0.21212	-0.13881	0.040475
237	12.623	12.066	0.55718		12.804	12.286	0.51837	0.53778	14.09	13.305	0.78508		14.013	13.185	0.82764											0.11958
238	12.55	12.15	0.39995		12.694	12.376	0.31743	0.35869	13.714	13.067	0.64726		13.659	12.998	0.66109											0.069515
239	12.587	12.126	0.46057		12.713	12.318	0.395	0.42779	13.991	13.154	0.83658		13.935	13.152	0.783		12.83	0.62	13.45		-0.32414	-0.32172		-0.54072	-0.48471	0.0024233
240	12.686	11.771	0.91495		12.824	11.959	0.86526	0.8901	15.303	13.724	1.5786		14.985	13.716	1.2698											0.0083151
241	12.587	11.995	0.59241		12.756	12.216	0.5394	0.5659	13.988	13.242	0.74557		13.958	13.193	0.76418											0.0485
242	12.576	12.136	0.43926		12.688	12.307	0.38148	0.41037	13.853	13.158	0.69524		13.845	13.133	0.71214		12.91	0.7	13.61		-0.24797	-0.22284		-0.24321	-0.23499	0.025126
243	12.65	12.196	0.45417		12.792	12.417	0.37475	0.41446	13.821	13.187	0.63424		13.799	13.148	0.65154		13.01	0.58	13.59		-0.1772	-0.13756		-0.23144	-0.2091	0.039641
244	12.618	12.245	0.37311		12.75	12.423	0.32701	0.35006	13.755	13.161	0.59488		13.726	13.106	0.6198		13	0.56	13.56		-0.16053	-0.10618		-0.19541	-0.16598	0.054346
245	14.728	11.435	3.2932		14.917	11.722	3.1948	3.244						20.121												
246	13.883	11.361	2.5213		13.943	11.612	2.3305	2.4259	17.172	16.202	0.96964		18.316	15.881	2.4344											0.3207
247	12.705	11.947	0.75828		12.815	12.118	0.6973	0.72779	14.967	13.638	1.3295		14.866	13.603	1.2631											0.034483
248	13.566	11.41	2.1565		13.679	11.644	2.0353	2.0959	17.522	15.705	1.8175		17.548	15.504	2.0433											0.20059
249	13.1	11.527	1.5732		13.269	11.73	1.5391	1.5561	16.606	14.72	1.8862		17.4	14.7	2.6996											0.019635
250	12.634	12.257	0.377		12.811	12.439	0.37237	0.37469	13.814	13.193	0.62069		13.802	13.158	0.64334											0.034888
251	12.652	12.276	0.37608		12.79	12.437	0.35364	0.36486	13.905	13.214	0.69144		13.819	13.186	0.63309		12.97	0.69	13.66		-0.2436	-0.21552		-0.24504	-0.15862	0.028074
252																										
253	12.603	12.139	0.46382		12.866	12.391	0.47516	0.46949	14.336	13.446	0.89014		14.198	13.356	0.84226											0.0897
254																										
255	14.665	11.286	3.3786		14.894	11.545	3.3491	3.3639	17.337					17.687												
256					13.787																					
257	12.738	12.116	0.62135		12.964	12.382	0.58172	0.60153	14.54	13.562	0.97767		14.53	13.479	1.0504											0.082634
258	13.306	11.43	1.8766		13.481	11.634	1.8472	1.8619	17.675	15.003	2.6726		17.71	15.105	2.6049											-0.10238
259	12.711	12.261	0.44996		12.85	12.459	0.39082	0.42039	14.044	13.299	0.74513		13.973	13.258	0.7152											0.041125
260	12.706	12.278	0.42793		12.861	12.54	0.32047	0.3742	14.018	13.292	0.72599		13.938	13.225	0.71291											0.066213
261	12.789	11.897	0.89173		12.917	12.098	0.81885	0.85529	15.45	13.86	1.5906		15.457	13.768	1.6892											0.091442
262	12.732	12.406	0.32617		12.899	12.577	0.3217	0.32393	13.875	13.292	0.58284		13.861	13.258	0.6038											0.034389
263	12.722	12.265	0.45687		12.838	12.463	0.37518	0.41602	13.898	13.271	0.62727		13.865	13.243	0.62202											0.027602
264																										
265	12.772	12.174	0.59823		12.909	12.367	0.54256	0.5704	14.539	13.537	1.0028		14.466	13.501	0.96566											0.0358
266	13.173				13.298	11.879	1.4188	1.4188	17.122	14.685	2.4367		16.893	14.58	2.3133											0.10495
267	12.783	12.385	0.39839		12.926	12.619	0.30733	0.35286	13.989	13.326	0.66245		13.948	13.294	0.65413											0.032209
268	12.797	11.781	1.0163		12.925	11.988	0.93779	0.97704	15.636	13.95	1.6866		15.672	13.913	1.7587											0.036537
269	13.271	11.629	1.6419		13.397	11.834	1.5631	1.6025	19.171	15.131	4.0398			14.935												0.19586
270	12.804	12.336	0.46773		13.002	12.549	0.45245	0.46009	14.173	13.442	0.73074		14.119	13.402	0.71665											0.040436
271																										
272																	13.28	0.8	14.08							
273	12.951				13.114	12.151	0.96315	0.96315	15.81	14.069	1.7403		15.452	13.986	1.4653											0.082918
274																										
275																										
276	12.796	12.259	0.53727		12.898	12.421	0.47715	0.50721	14.232	13.392	0.84008		14.13	13.4	0.73033											-0.0082865
277	12.778	12.303	0.47438		12.917	12.501	0.41534	0.44486	14.038	13.346	0.69141		14.035	13.306	0.72879											0.040346
278																										
279	12.84	12.411	0.42927		12.962	12.656	0.30607	0.36767	14.214	13.426	0.788		14.159	13.397	0.76213		13.23	0.67	13.9		-0.1963	-0.16692		-0.3143	-0.25906	0.029379
280	12.978	12.283	0.69483		13.185	12.497	0.68865	0.69174	14.18	13.257	0.92257		13.971	13.198	0.77303											0.059165
281	14.597	11.532	3.0643		14.61	11.744	2.8662	2.9652	17.222					16.974												
282	12.887	12.489	0.39848		13.066	12.777	0.28915	0.34381	14.162	13.472	0.6899		14.043	13.378	0.66505											0.094265
283	12.856	12.373	0.48273		12.964			0.48273	14.176				14.121	13.418	0.70263											
284	13.251	12.024	1.2271		13.302	12.233	1.0687	1.1479	16.134	14.256	1.8785		14.891	14.048	0.84341											0.20804
285	14.248	11.587	2.6604		14.23	11.829	2.4014	2.5309	17.459	16.095	1.3646		17.886	16.201	1.6846											-0.10683
286	12.869	12.441	0.42811		13.186	12.702	0.48405	0.45608	14.244	13.547	0.69768		14.007	13.429	0.57766											0.11738
287	12.894	12.398	0.49564		13.064	12.71	0.35315	0.4244	14.282	13.57	0.71193		14.337	13.491	0.84625											0.079183
288	12.918	12.414	0.50376		13.035	12.573	0.46143	0.4826	14.439	13.555	0.88426		14.371	13.535	0.83604											0.020345
289	12.853	12.419	0.43447		13.029	12.565	0.46417	0.44932																		
290	12.895	12.471	0.42467		12.986	12.642	0.34359	0.38413	14.14	13.464	0.67596		14.152	13.432	0.72031		13.23	0.7	13.93		-0.23357	-0.20215		-0.20953	-0.22245	0.031423
291	12.946	12.435	0.51063		13.197	12.707	0.48987	0.50025	14.391	13.601	0.79059		14.331	13.541	0.79074											0.060305
292	12.955	12.381	0.57391		13.089	12.567	0.52178	0.54785	14.587	13.667	0.92021		14.583	13.677	0.90592											-0.010488
293																										
294	16.721	12.209	4.5124		16.465	12.414	4.0513	4.2818	18.355																	
295																	13.03	0.62	13.65							
296	12.925	12.377	0.54765		13.04	12.525	0.51525	0.53145	14.283	13.489	0.79393		14.313	13.517	0.79603		13.3	0.76	14.06		-0.18907	-0.21694		-0.22299	-0.25297	-0.027868
297	12.998	12.314	0.68446		13.208	12.551	0.65634	0.6704	15.168	13.901	1.2665		15.059	13.84	1.2185											0.060845
298	13.076	12.521	0.5544		13.22	12.715	0.50536	0.52988	14.606	13.723	0.88299		14.611	13.759	0.85154											-0.036104
299																										
300	13.036	12.657	0.37874		13.184	12.865	0.31879	0.34877	14.301	13.625	0.67603		14.246	13.575	0.67111											0.050142
301	13.059	12.512	0.54717		13.204	12.722	0.48161	0.51439	14.567	13.753	0.81437		14.492	13.696	0.79682											0.05722
302																										
303	13.05	12.546	0.50382		13.206	12.831	0.37479	0.43931	14.202	13.662	0.54012		14.179	13.599	0.57972											0.063353
304	14.038	11.824	2.2136		14.125	12.026	2.099	2.1563	17.421	16.158	1.2634		18.664	16.133	2.531											0.024076
305																										
306	13.094	12.399	0.69494		13.238	12.531	0.70655	0.70074	15.199	13.827	1.3719		15.05	13.856	1.193											-0.029006
307	13.163	12.575	0.5871		13.268	12.757	0.51101	0.54906	14.531	13.722	0.80881		14.517	13.734	0.78366		13.64	0.9	14.54		-0.082255	-0.093637		0.0089359	0.022702	-0.011382
308	13.097	12.617	0.47974		13.355	12.891	0.46471	0.47222	14.51	13.708	0.8019		14.411	13.661	0.75024											0.047499
309																										
310	14.248				14.371	11.939	2.4317	2.4317	14.04	16.321	-2.2811		19.041	16.18	2.861											0.14194
311	13.093	12.55	0.54376		13.285	12.703	0.58187	0.56281	14.582	13.764	0.81832		14.559	13.721	0.83815											0.042765
312	13.85	11.953	1.8975		14.389	12.315	2.074	1.9857		16.178			17.656	15.461	2.1948											0.71652
313	13.101	12.612	0.48954		13.268	12.915	0.353	0.42127	14.443	13.751	0.69227		14.535	13.701	0.83412											0.049921
314																										
